,id,name,address.street,address.city,address.zipCode,address.county,DAY0_OPEN,DAY0_CLOSE,DAY1_OPEN,DAY1_CLOSE,DAY2_OPEN,DAY2_CLOSE,DAY3_OPEN,DAY3_CLOSE,DAY4_OPEN,DAY4_CLOSE,DAY5_OPEN,DAY5_CLOSE,DAY6_OPEN,DAY6_CLOSE,match_address,match_name
17,1212,ALMICH'S MARKET,1340 9TH ST,GRANITE FALLS,56241,YELLOW MEDICINE,700,2000,600,2000,600,2000,600,2000,600,2000,600,2000,700,1700,"1340 9th St, Granite Falls, MN 56241, United States",Almich's Market
18,297,Almsted's Fresh Market,4200 Douglas Dr,CRYSTAL,55422,HENNEPIN,700,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"4200 Douglas Dr N, Crystal, MN 55422, United States",Almsted's Fresh Market
19,8788,A.M. Food & Tobacco,1814 Nicollet Ave S,MINNEAPOLIS,55403,HENNEPIN,900,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,"1814 Nicollet Ave, Minneapolis, MN 55403, United States",AM Food Market
20,8908,Amin Grocery Store,302 4th St SW Suite 3,WILLMAR,56201,KANDIYOHI,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,"302 4th St SW SUITE 3, Willmar, MN 56201, United States",Amin Grocery LLC
21,8061,ANDALE TAQUERIA Y MERCADO,7700 NICOLLET AVE S,RICHFIELD,55423,HENNEPIN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Andale Taqueria & Mercado, 7700 Nicollet Ave, Minneapolis, MN 55423, USA",Andale Taqueria & Mercado
22,8802,Annapolis Super USA ,1333 Thomas Ave,SAINT PAUL,55104,RAMSEY,800,2100,700,2100,700,2100,700,2100,700,2100,700,2100,800,2100,"1333 Thomas Ave W, St Paul, MN 55104, United States",Super USA
23,8792,Asian Market,1423 Rice St,SAINT PAUL,55117,RAMSEY,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"1423 Rice St, St Paul, MN 55117, United States",Nepali Market
24,8799,Bakar Grocery,1217 Marion Rd SE #600,ROCHESTER,55904,OLMSTED,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,8536,Bakken's Market,33 Main St S,CLEARBROOK,56634,CLEARWATER,1000,1400,730,1830,730,1830,730,1830,730,1830,730,1830,800,1830,"33 Main St S, Clearbrook, MN 56634, United States",Bakkens Fairway Market
26,8660,Baraka Grocery,1005 N Broadway Ave ,ROCHESTER,55906,OLMSTED,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1005 N Broadway Ave, Rochester, MN 55906, United States",Broadway Grocery
27,7776,BARNESVILLE GROCERY,123 2ND ST SE,BARNESVILLE,56514,CLAY,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000,"123 2nd St SE, Barnesville, MN 56514, United States",Barnesville Super Market
28,8797,Barwaqo Halal Market,311 Lyndale Ave N,FARIBAULT,55021,RICE,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,"311 Lyndale Ave N, Faribault, MN 55021, United States",Barwaqo halal market inc
29,7052,B & B MARKET,506 BIG LAKE RD,CLOQUET,55720,CARLTON,700,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2100,"506 Big Lake Rd, Cloquet, MN 55720, United States",B & B Market
30,6103,B & D FOODS INC.,525 DOUGLAS AVE,HENNING,56551,OTTER TAIL,900,1400,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"525 Douglas Ave, Henning, MN 56551, United States",B & D Foods Inc
31,8071,B & D MARKET,1002 W LINCOLN AVE,OLIVIA,56277,RENVILLE,800,1800,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"1002 W Lincoln Ave, Olivia, MN 56277, United States",B&D Market
32,2107,BECKER FOOD PRIDE,13400 FIRST ST,BECKER,55308,SHERBURNE,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,"13400 1st St, Becker, MN 55308, United States",Becker Food Pride
33,2036,BECKER'S SUPER VALU,114 Vernon Ave,MORGAN,56266,REDWOOD,830,1200,730,1800,730,1800,730,1800,730,1800,730,1800,730,1730,"114 Vernon Ave, Morgan, MN 56266, United States",SUPERVALU
34,8955,Bennett's Eyota Market,501 Glen St SW,EYOTA,55964,OLMSTED,800,1900,630,1900,630,1900,630,1900,630,1900,630,1900,700,1900,"501 Glen St SW, Eyota, MN 55934, United States",Eyota Market
35,1061,BENNETT'S  FOOD CENTER,215 1ST ST SW,PLAINVIEW,55964,WABASHA,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,"215 1st St SW, Plainview, MN 55964, United States",Bennett's Food Center
36,1023,BERGENS PRAIRIE MARKET,234 2ND ST,MILAN,56262,CHIPPEWA,1000,1500,830,1900,830,1900,830,1900,830,1900,830,1900,900,1700,"234 Main St, Milan, MN 56262, United States",Bergen's Prairie Market
37,1404,BIHIS SHOP,212 5TH ST SW,WILLMAR,56201,KANDIYOHI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"212 5th St SW, Willmar, MN 56201, United States",Bihi's Shop of African Food
38,8907,Bill's Market,3100 Brookdale Dr N,BROOKLYN PARK,55443,HENNEPIN,600,2300,530,2300,530,2300,530,2300,530,2300,530,2300,600,2300,"3100 Brookdale Dr N, Brooklyn Park, MN 55443, United States",Bill's Market
39,8784,Bill's Superette,17333 55th Ave NW,ROYALTON,56373,MORRISON,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,"17333 55th Ave NW, Royalton, MN 56373, United States",BILL'S Superette
40,8065,BILL'S SUPERETTE,15299 ST FRANCIS BLVD,RAMSEY,55303,ANOKA,600,2300,500,2300,500,2300,500,2300,500,2300,500,2300,600,2300,"15299 St Francis Blvd NW, Ramsey, MN 55303, United States",BILL'S Superette
41,7099,BILL'S SUPERETTE ,6290 BOONE AVE N,BROOKLYN PARK,55428,HENNEPIN,600,2300,530,2300,530,2300,530,2300,530,2300,530,2300,600,2300,"6290 Boone Ave N, Brooklyn Park, MN 55428, United States",BILL'S Superette
42,64,BILL'S SUPERMARKET,132 W NICHOLS AVE,MONTEVIDEO,56265,CHIPPEWA,900,1900,700,2100,700,2100,700,2100,700,2100,700,2100,800,2000,"132 W Nichols Ave, Montevideo, MN 56265, United States",Bill's Supermarket
43,8989,Bismillah Grocery Store,2926 Chicago Ave. ,MINNEAPOLIS,55407,HENNEPIN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"2926 Chicago Ave, Minneapolis, MN 55407, United States",Bismillah
44,636,BLACKDUCK FAMILY FOODS,288 FRONTAGE RD,BLACKDUCK,56630,BELTRAMI,800,1800,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000,"288 Frontage Rd, Blackduck, MN 56630, United States",Blackduck Family Foods
45,1661,BLAKE GROCERY,108 N BLAKE RD,HOPKINS,55343,HENNEPIN,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,700,2300,"108 Blake Rd N, Hopkins, MN 55343, United States",Halal Meat
46,8986,Blue Nile Grocery Store,431 American Blvd. E.,BLOOMINGTON,55420,HENNEPIN,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,"431, Bloomington, MN 55420, United States",Blue Nile Halal Market
47,2012,BOB N FRAN'S GROCERY,309 DEGRAFF AVE,SWANVILLE,56382,MORRISON,800,1230,730,2000,730,2000,730,2000,730,2000,730,2000,800,1830,"309 De Graff Ave, Swanville, MN 56382, United States",Bob & Fran's Grocery
48,5221,BOB'S COUNTRY MARKET,100 2ND ST,BOVEY,55709,ITASCA,800,1800,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"100 2nd St, Bovey, MN 55709, United States",Bob's Country Market
49,8993,Bolt's Lake Benton Grocery,104 E Benton St,LAKE BENTON,56149,LINCOLN,900,1800,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"156 N Tyler St, Tyler, MN 56178, United States",Maynard's Food Center
50,364,BONNIE'S HOMETOWN GROCERY,427 MAIN ST,CLINTON,56225,BIG STONE,900,1230,800,1800,800,1800,800,1800,800,1800,800,1800,900,1600,"427 Main St, Clinton, MN 56225, United States",Bonnie's Home Town Grocery
51,8988,Boone's Market,517 Pacific Ave,RANDALL,56475,MORRISON,900,1500,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"517 Pacific Ave, Randall, MN 56475, United States",Boone's Market
52,8004,BRAD'S MARKET,128 N JEFFERSON ST,MINNEOTA,56264,LYON,800,1200,730,1830,730,1830,730,1830,730,2000,730,2000,730,1730,"128 N Jefferson St, Minneota, MN 56264, United States",Brads Market
53,8894,Breck Econofoods,130 N 6th St,BRECKENRIDGE,56601,WILKIN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54,5105,BRENT'S FRESH FOODS,PARK PLACE MALL,RED LAKE FALLS,56750,RED LAKE,1100,1800,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,"105 International Dr, Red Lake Falls, MN 56750, United States",Park Place Mall
55,5748,BRINKS MARKET,11460 BRINK AVE,CHISAGO CITY,55013,CHISAGO,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,"11460 Brink Avenue, Chisago City, MN 55013, United States",Brink's Market
56,8930,"Broadway Halal Market, LLC",825 W Broadway Ave,MINNEAPOLIS,55411,HENNEPIN,800,1630,800,1630,800,1630,800,1630,800,1630,NaN,NaN,NaN,NaN,"420 W Broadway Ave, Minneapolis, MN 55411, United States",Kemps LLC
57,8912,Bronson Market,104 E Main St,LAKE BRONSON,56734,KITTSON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"112 Main St, Lake Bronson, MN 56734, United States",Lake Bronson Community Center
58,8901,Brothers Restaurant & Grocery,2156 Hoffman Rd,MANKATO,56001,BLUE EARTH,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,"2156 Hoffman Rd, Mankato, MN 56001, United States",Somali Restaurant And Grocery
59,7465,BRUCE'S FOODS,5358 WYOMING TRL,WYOMING,55092,CHISAGO,800,2200,700,2200,700,2200,700,2200,700,2200,700,2200,800,2200,"5358 Wyoming Trail, Wyoming, MN 55092, United States",Bruce's Foods
60,8998,Bubai Foods Store,601 Main Street - P O BOX 444,WALNUT GROVE,56180,REDWOOD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61,1846,BYMORE SUPERMERCADO,857 PAYNE AVE,SAINT PAUL,55106,RAMSEY,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100,"857 Payne Ave, St Paul, MN 55130, United States",Bymore Supermercado
62,8360,Carlton Meat & Grocery,500 3rd St,CARLTON,55718,CARLTON,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"500 3rd St, Carlton, MN 55718, United States",Carlton Meat & Grocery
63,2112,CARNICERIA LA HUAZTECA,"417 E LAKE ST, SUITE 60",MINNEAPOLIS,55408,HENNEPIN,900,2000,845,2000,900,2000,900,2000,900,2000,900,2000,900,2000,"417 E Lake St # 60, Minneapolis, MN 55408, United States",Carniceria La Huazteca Inc
64,1183,CARNICERIA VALERIE'S,3149 NICOLLET AVE S,MINNEAPOLIS,55408,HENNEPIN,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,"3149 Nicollet Ave, Minneapolis, MN 55408, United States",Valeries Carniceria
65,1610,CASABLANCA FOODS,3246 NICOLLET AVE S,MINNEAPOLIS,55408,HENNEPIN,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,"3246 Nicollet Ave, Minneapolis, MN 55408, United States",Casablanca Foods
66,1990,CASABLANCA MARKET,716 11TH AVE S,HOPKINS,55343,HENNEPIN,800,2000,700,2200,700,2200,700,2200,700,2200,700,2200,800,2200,"716 11th Ave S, Hopkins, MN 55343, United States",Casablanca Market
67,8345,Case Market,933 Case Ave,SAINT PAUL,55106,RAMSEY,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,"933 Case Ave E, St Paul, MN 55106, United States",Tonys Market
68,2163,CASH WISE ,1300 SE 3RD ST,WILLMAR,56201,KANDIYOHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1300 5th St SE, Willmar, MN 56201, United States",Cash Wise Foods
69,233,CASH WISE ,1020 HWY 15,HUTCHINSON,55350,MCLEOD,600,0,600,0,600,0,600,0,600,0,600,0,600,0,"1020 MN-15, Hutchinson, MN 55350, United States",Cash Wise Foods
70,5016,Cash Wise ,1220 Westridge Rd,NEW ULM,56073,BROWN,600,0,600,0,600,0,600,0,600,0,600,0,600,0,"1220 Westridge Rd, New Ulm, MN 56073, United States",Cash Wise Foods
71,2026,Cash Wise ,3300 Hwy 10 E,MOORHEAD,56560,CLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3300 Highway 10 E, Moorhead, MN 56560, United States",Cash Wise Foods
72,8931,Cash Wise Foods,1230 State Street N,WASECA,56093,WASECA,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"1230 N State St, Waseca, MN 56093, United States",Cash Wise Foods
73,396,CASH WISE FOODS ,113 S WAITE AVE,WAITE PARK,56387,STEARNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113 South Waite Ave S, Waite Park, MN 56387, United States",Cash Wise Foods
74,1806,Cash Wise Foods ,495 W North St,OWATONNA,55060,STEELE,600,0,600,0,600,0,600,0,600,0,600,0,600,0,"495 W North St, Owatonna, MN 55060, United States",Cash Wise Foods
75,2096,CASH WISE FOODS ,1001 4th St E,SAINT CLOUD,56304,BENTON,600,0,600,0,600,0,600,0,600,0,600,0,600,0,"1001 4th St SE, St Cloud, MN 56304, United States",Cash Wise Foods
76,8549,Cedar Food & Grill,2600 Cedar Ave S,MINNEAPOLIS,55407,HENNEPIN,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,"2600 Cedar Ave, Minneapolis, MN 55407, United States",Cedar Food & Grill
77,8805,Central Market,211 Market Dr,PERHAM,56573,OTTER TAIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"211 Market Dr, Perham, MN 56573, United States",Central Market
78,767,CENTRAL MARKET,310 Frazee St E,DETROIT LAKES,56501,BECKER,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"310 Frazee St E, Detroit Lakes, MN 56501, United States",Central Market
79,7888,CENTRO AMERICA EXPRESS,1718 E 7TH ST,SAINT PAUL,55106,RAMSEY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1718 7th St E, St Paul, MN 55106, United States",Centro American Express
80,8366,Centromex Supermercado,816 E 7th St,SAINT PAUL,55106,RAMSEY,800,1900,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"816 E 7th St, St Paul, MN 55106, United States",Centromex Supermercado
81,1728,CHASKA MARKET,133 4TH ST,CHASKA,55318,CARVER,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"1952, 133 W 4th St, Chaska, MN 55318, United States",Chaska Market
82,8398,Chief Corner Store,48548 Powwow Hwy,PONSFORD,56575,BECKER,900,1800,800,1800,800,1800,800,1800,800,1800,800,1800,900,1800,"48548 Co Hwy 129, Ponsford, MN 56575, United States",Chief Corner Store
83,1260,CHISHOLM JUBILEE,130 SW FIRST ST,CHISHOLM,55719,SAINT LOUIS,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,"130 1st St SW, Chisholm, MN 55719, United States",Jubilee Foods
84,6247,CHRIS FOOD CENTER,320 MN-123,SANDSTONE,55072,PINE,800,2000,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100,"320 MN-123, Sandstone, MN 55072, United States",Chris' Food Center
85,8673,Cinco de Mayo Mercado,3733 Nicollet Ave,MINNEAPOLIS,55409,HENNEPIN,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,"3733 Nicollet Ave, Minneapolis, MN 55409, United States",Cinco De Mayo Mercado
86,1740,CITY MARKET & HALAL MEAT,1825 E LAKE ST,MINNEAPOLIS,55407,HENNEPIN,900,2200,900,2100,900,2100,900,2100,900,2100,900,2100,900,2200,"1825 E Lake St, Minneapolis, MN 55407, United States",City Market & Halal Meat
87,6940,CLARKFIELD FAMILY FOODS,920 10TH ST,CLARKFIELD,56223,YELLOW MEDICINE,730,2100,730,2100,730,2100,730,2100,730,2100,800,2000,NaN,NaN,"920 10th St, Clarkfield, MN 56223, United States",Family Foods
88,8963,Clinton Halal Market,1930 Clinton Ave. So.,MINNEAPOLIS,55404,HENNEPIN,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,"1552 E Lake St, Minneapolis, MN 55407, United States",Dur Dur Bakery & Grocery Store
89,1826,Coborn's ,110 First St S,SAUK RAPIDS,56379,BENTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110 1st St S, Sauk Rapids, MN 56379, United States",Coborn's
90,5764,Coborn's ,161 Glen St,FOLEY,56329,BENTON,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"161 Glen St, Foley, MN 56329, United States",Coborn's
91,2009,COBORN'S ,2118 8TH ST N,SAINT CLOUD,56303,STEARNS,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"2118 Veterans Dr, St Cloud, MN 56303, United States",Coborn's
92,1927,COBORN'S ,1101 SECOND AVE NE,LITTLE FALLS,56345,MORRISON,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"1101 2nd Ave NE, Little Falls, MN 56345, United States",Coborn's
93,5711,COBORN'S ,707 1ST AVE N,SARTELL,56377,STEARNS,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"707 1st Ave N, Sartell, MN 56377, United States",Coborn's
94,6727,Coborn's ,705 County Rd 75,CLEARWATER,55320,WRIGHT,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"705 County Rd 75 NW, Clearwater, MN 55320, United States",Coborn's
95,7606,Coborn's ,645 Lake St S,LONG PRAIRIE,56347,TODD,600,0,600,0,600,0,600,0,600,0,600,0,600,0,"645 Lake St S, Long Prairie, MN 56347, United States",Coborn's
96,1922,COBORN'S ,710 FRANKIE LN,MORA,55051,KANABEC,600,0,600,0,600,0,600,0,600,0,600,0,600,0,"710 Frankie Ln, Mora, MN 55051, United States",Coborn's
97,7609,COBORN'S ,1100 7th Ave S,PRINCETON,55371,SHERBURNE,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"1100 7th Ave S, Princeton, MN 55371, United States",Coborn's
98,1961,COBORN'S ,214 12TH ST,SAUK CENTRE,56378,STEARNS,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"214 12th St S, Sauk Centre, MN 56378, United States",Coborn's
99,56,COBORN'S ,19424 EVANS ST,ELK RIVER,55330,SHERBURNE,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,"19425 Evans St NW, Elk River, MN 55330, United States",Coborn's
100,324,COBORN'S ,2211 11th St E,GLENCOE,55336,MCLEOD,,,,,,,,,,,,,,,,
101,672,Coborn's ,1400 Babcock Blvd E,DELANO,55328,WRIGHT,,,,,,,,,,,,,,,,
102,1008,Coborn's ,5698 La Centre Ave NE,ALBERTVILLE,55301,WRIGHT,,,,,,,,,,,,,,,,
103,753,COBORN'S ,209 W 1ST ST,PARK RAPIDS,56470,HUBBARD,,,,,,,,,,,,,,,,
104,1148,COBORN'S ,771 ROSE DR,BIG LAKE,55309,SHERBURNE,,,,,,,,,,,,,,,,
105,1287,COBORN'S ,1725 PINE CONE RD S,SARTELL,56377,STEARNS,,,,,,,,,,,,,,,,
106,1900,Coborn's ,7900 Sunwood Dr NW,RAMSEY,55303,ANOKA,,,,,,,,,,,,,,,,
107,1391,COBORN'S ,115 2ND AVE NE,PIPESTONE,56164,PIPESTONE,,,,,,,,,,,,,,,,
108,1818,COBORN'S ,900 Cooper Ave S,SAINT CLOUD,56301,STEARNS,,,,,,,,,,,,,,,,
109,1747,Coborn's ,225 W 33rd St,HASTINGS,55033,DAKOTA,,,,,,,,,,,,,,,,
110,1837,Coborn's ,200 Alton Ave SE,NEW PRAGUE,56071,LE SUEUR,,,,,,,,,,,,,,,,
111,2075,Coborn's ,1500 Elm St E,SAINT JOSEPH,56374,STEARNS,,,,,,,,,,,,,,,,
112,7866,COBORN'S ,1010 E ENTERPRISE DR,BELLE PLAINE,56011,SCOTT,,,,,,,,,,,,,,,,
113,7873,COBORN'S ,105 E MAIN ST,MELROSE,56352,STEARNS,,,,,,,,,,,,,,,,
114,8754,Coborn's ,209 6th Ave NE,ISANTI,55040,ISANTI,,,,,,,,,,,,,,,,
115,2119,COLUMBIA MARKET,4901 UNIVERSITY AVE NE,COLUMBIA HEIGHTS,55421,ANOKA,,,,,,,,,,,,,,,,
116,8384,Community Halal Grocery,1204 E Lake St ,MINNEAPOLIS,55407,HENNEPIN,,,,,,,,,,,,,,,,
117,1461,COOPER'S COUNTY MARKET,710 WALNUT ST,CHASKA,55318,CARVER,,,,,,,,,,,,,,,,
118,1070,COOPER'S SUPER VALU,633 W 7TH ST,SAINT PAUL,55102,RAMSEY,,,,,,,,,,,,,,,,
119,1305,CORNER GROCERY,137 MAINE ST,SAINT MARTIN,56376,STEARNS,,,,,,,,,,,,,,,,
120,220,COUNTY MARKET,13735 ROUND LAKE BLVD,ANDOVER,55304,ANOKA,,,,,,,,,,,,,,,,
121,674,COUNTY MARKET,23122 SAINT FRANCIS BLVD,SAINT FRANCIS,55070,ANOKA,,,,,,,,,,,,,,,,
122,8078,County Market ,1907 Valley Pine Circle,INTERNATIONAL FALLS,56649,KOOCHICHING,,,,,,,,,,,,,,,,
123,7373,CROSSTOWN MARKET,5750 34TH AVE S,MINNEAPOLIS,55417,HENNEPIN,,,,,,,,,,,,,,,,
124,8950,Cub Foods,4601 Snelling Ave S,MINNEAPOLIS,55406,HENNEPIN,,,,,,,,,,,,,,,,
125,8472,Cub Foods,10200 6th Ave N,PLYMOUTH,55441,HENNEPIN,,,,,,,,,,,,,,,,
126,8479,Cub Foods,200 Pioneer Trl,CHASKA,55318,CARVER,,,,,,,,,,,,,,,,
127,8630,Cub Foods ,7191 10th St N,OAKDALE,55127,WASHINGTON,,,,,,,,,,,,,,,,
128,8659,Cub Foods ,1920 Buerkle Rd,WHITE BEAR LAKE,55110,RAMSEY,,,,,,,,,,,,,,,,
129,8772,Cub Foods ,10881 University Ave NE,BLAINE,55434,ANOKA,,,,,,,,,,,,,,,,
130,8485,Cub Foods ,5370 16th St W,SAINT LOUIS PARK,55416,HENNEPIN,,,,,,,,,,,,,,,,
131,8486,Cub Foods ,17756 Kenwood Trl,LAKEVILLE,55044,DAKOTA,,,,,,,,,,,,,,,,
132,1119,Cub Foods ,12595 Central Ave NE,BLAINE,55434,ANOKA,,,,,,,,,,,,,,,,
